market_type,market_name,establishment_year,parent_main_market,parent_main_year,market_area,record_id,market_name_length,parent_name_length,area_name_length,market_era
Sub Market,D£ÉÃPÀ¯ï,1995,¨ÉAUÀ¼ÀÆgÀÄ,1955.0,¨ÉAUÀ¼ÀÆgÀÄ ¥ÀÆªÀð,161,8,11,18,Established (1991-2005)
Sub Market,fUÀtÂ,1995,¨ÉAUÀ¼ÀÆgÀÄ,1955.0,D£ÉÃPÀ¯ï,162,5,11,8,Established (1991-2005)
Sub Market,¨ÉÆªÀÄä£ÀºÀ½î,2003,¨ÉAUÀ¼ÀÆgÀÄ,1955.0,AiÀÄ®ºÀAPÀ,163,13,11,10,Established (1991-2005)
Sub Market,zÁ¸À£À¥ÀÄgÀ,2013,¨ÉAUÀ¼ÀÆgÀÄ,1955.0,,164,11,11,0,Modern (2006+)
Sub Market,¹AUÉÃ£À CUÀæºÁgÀ,1997,ºÀtÄÚ ªÀÄvÀÄÛ vÀgÀPÁjUÀ¼À,1994.0,¨ÉAUÀ¼ÀÆgÀÄ GvÀÛgÀ,165,16,25,18,Established (1991-2005)
Sub Market,¨ÁålgÁAiÀÄ£À¥ÀÄgÀ,1997,ºÀtÄÚ ªÀÄvÀÄÛ vÀgÀPÁjUÀ¼À,1994.0,¨ÉAUÀ¼ÀÆgÀÄ zÀQët,166,17,25,17,Established (1991-2005)
Sub Market,vÀÆ§UÉgÉ,1991,ºÀtÄÚ ªÀÄvÀÄÛ vÀgÀPÁjUÀ¼À,1979.0,zÉÆqÀØ§¼Áî¥ÀÄgÀ,167,8,25,15,Established (1991-2005)
Sub Market,£É®ªÀÄAUÀ®,1995,ºÀtÄÚ ªÀÄvÀÄÛ vÀgÀPÁjUÀ¼À,1979.0,zÉÃªÀ£ÀºÀ½î,168,10,25,11,Established (1991-2005)
Sub Market,zÉÃªÀ£ÀºÀ½î,1995,ºÀtÄÚ ªÀÄvÀÄÛ vÀgÀPÁjUÀ¼À,1979.0,£É®ªÀÄAUÀ®,169,11,25,10,Established (1991-2005)
Sub Market,«dAiÀÄ¥ÀÄgÀ,1995,ºÀtÄÚ ªÀÄvÀÄÛ vÀgÀPÁjUÀ¼À,1979.0,,170,11,25,0,Established (1991-2005)
Sub Market,qÁ§¸ï¥ÉÃmÉ,2001,ºÀtÄÚ ªÀÄvÀÄÛ vÀgÀPÁjUÀ¼À,1979.0,,171,10,25,0,Established (1991-2005)
Sub Market,ªÀiÁUÀr,1973,gÁªÀÄ£ÀUÀgÀ,2003.0,gÁªÀÄ£ÀUÀgÀ,172,7,11,11,Legacy (<=1990)
Sub Market,zÁ¸ÁªÀgÀ,1968,ZÀ£Àß¥ÀlÖt,1955.0,ZÀ£Àß¥ÀlÖt,173,8,10,10,Legacy (<=1990)
Sub Market,ºÀÄt¸ÀºÀ½î,1977,ZÀ£Àß¥ÀlÖt,1955.0,,174,10,10,0,Legacy (<=1990)
Sub Market,PÀÄzÀÆgÀÄ,1979,ZÀ£Àß¥ÀlÖt,1955.0,,175,9,10,0,Legacy (<=1990)
Sub Market,zÉÆqÀØªÀÄÄzÀªÁr,1978,PÀ£ÀPÀ¥ÀÄgÀ,1997.0,PÀ£ÀPÀ¥ÀÄgÀ,176,15,11,11,Legacy (<=1990)
Sub Market,©üÃªÀÄ¸ÀªÀÄÄzÀæ,1975,avÀæzÀÄUÀð,1951.0,avÀæzÀÄUÀð,177,15,10,10,Legacy (<=1990)
Sub Market,¨sÀgÀªÀÄ¸ÁUÀgÀ,1980,avÀæzÀÄUÀð,1951.0,,178,14,10,0,Legacy (<=1990)
Sub Market,vÀÄgÀÄªÀ£ÀÆgÀÄ,1982,avÀæzÀÄUÀð,1951.0,,179,14,10,0,Legacy (<=1990)
Sub Market,ªÉÆ¼ÀPÁ®ÆägÀÄ,1977,gÁA¥ÀÄgÀ,2016.0,ªÉÆ¼ÀPÁ®ÆägÀÄ,180,13,8,13,Legacy (<=1990)
Sub Market,zsÀªÀÄð¥ÀÄgÀ,1989,»jAiÀÄÆgÀÄ,1959.0,»jAiÀÄÆgÀÄ,181,12,10,10,Legacy (<=1990)
Sub Market,¨É¼ÀUÀÆgÀÄ,1975,ºÉÆ¸ÀzÀÄUÀð,1959.0,ºÉÆ¸ÀzÀÄUÀð,182,10,11,11,Legacy (<=1990)
Sub Market,²æÃgÁA¥ÀÄgÀ,1981,ºÉÆ¸ÀzÀÄUÀð,1959.0,,183,11,11,0,Legacy (<=1990)
Sub Market,aPÀÌeÁdÆgÀÄ,1976,ºÉÆ¼À¯ÉÌgÉ,2011.0,ºÉÆ¼À¯ÉÌgÉ,184,11,10,10,Legacy (<=1990)
Sub Market,ºÉ¨Áâ¼À,1980,zÁªÀtUÉgÉ,1948.0,zÁªÀtUÉgÉ,185,7,9,9,Legacy (<=1990)
Sub Market,ªÀiÁAiÀÄPÉÆAqÀ,1980,zÁªÀtUÉgÉ,1948.0,,186,14,9,0,Legacy (<=1990)
Sub Market,ºÀzÀr,1982,zÁªÀtUÉgÉ,1948.0,,187,5,9,0,Legacy (<=1990)
Sub Market,ªÀÄ¯É¨É£ÀÆßgÀÄ,1977,ºÀjºÀgÀ,1961.0,ºÀjºÀgÀ,188,14,7,7,Legacy (<=1990)
Sub Market,£ÁåªÀÄw,1989,ºÉÆ£Áß½,1986.0,ºÉÆ£Áß½,189,7,7,7,Legacy (<=1990)
Sub Market,§¸ÀªÁ¥ÀlÖt,1994,ZÀ£ÀßVj,1964.0,ZÀ£ÀßVj,190,10,7,7,Established (1991-2005)
Sub Market,¸ÀAvÉ¨É£ÀÆßgÀÄ,1994,ZÀ£ÀßVj,1964.0,,191,14,7,0,Established (1991-2005)
Sub Market,£À®ÆègÀÄ,1994,ZÀ£ÀßVj,1964.0,,192,8,7,0,Established (1991-2005)
Sub Market,PÉ.f.J¥sï,1976,§AUÁgÀ¥ÉÃmÉ,1969.0,§AUÁgÀ¥ÉÃmÉ,193,9,11,11,Legacy (<=1990)
Sub Market,¨ÉÃvÀªÀÄAUÀ®,1990,§AUÁgÀ¥ÉÃmÉ,1969.0,PÉ.f.J¥sï.,194,12,11,10,Legacy (<=1990)
Sub Market,vÁAiÀÄ®ÆgÀÄ,1991,ªÀÄÄ¼À¨ÁV®Ä,1963.0,ªÀÄÄ¼À¨ÁV®Ä,195,11,11,11,Established (1991-2005)
Sub Market,J£ï.ªÀqÀØºÀ½î,2000,ªÀÄÄ¼À¨ÁV®Ä,1963.0,,196,13,11,0,Established (1991-2005)
Sub Market,UË¤¥À°è,1989,²æÃ¤ªÁ¸À¥ÀÄgÀ,1986.0,²æÃ¤ªÁ¸À¥ÀÄgÀ,197,7,13,13,Legacy (<=1990)
Sub Market,AiÀÄ®ÆØgÀÄ,1990,²æÃ¤ªÁ¸À¥ÀÄgÀ,1986.0,,198,10,13,0,Legacy (<=1990)
Sub Market,¸ÉÆÃªÀÄAiÀiÁd®ºÀ½î,2002,²æÃ¤ªÁ¸À¥ÀÄgÀ,1986.0,,199,18,13,0,Established (1991-2005)
Sub Market,¥ÉgÉÃ¸ÀAzÀæ,1972,aPÀÌ§¼Áî¥ÀÄgÀ,1965.0,aPÀÌ§¼Áî¥ÀÄgÀ,200,11,13,13,Legacy (<=1990)
Sub Market,²qÀèWÀlÖ,1972,aPÀÌ§¼Áî¥ÀÄgÀ,1965.0,²qÀèWÀlÖ,201,8,13,8,Legacy (<=1990)
Sub Market,ªÉÄÃ®ÆgÀÄ,1972,aPÀÌ§¼Áî¥ÀÄgÀ,1965.0,,202,9,13,0,Legacy (<=1990)
Sub Market,ªÀÄAZÉÃ£ÀºÀ½î,1992,UËj©zÀ£ÀÆgÀÄ,1964.0,UËj©zÀ£ÀÆgÀÄ,203,13,12,12,Established (1991-2005)
Sub Market,PÉÆÃmÁ®Æ¢£Éß,2013,UËj©zÀ£ÀÆgÀÄ,1964.0,,204,12,12,0,Modern (2006+)
Sub Market,UÀÄr§AqÉ,2007,¨ÁUÉÃ¥À°è,2006.0,¨ÁUÉÃ¥À°è,205,8,9,9,Modern (2006+)
Sub Market,UÀÆ¼ÀÆgÀÄ,2007,¨ÁUÉÃ¥À°è,2006.0,UÀÄr§AqÉ,206,9,9,8,Modern (2006+)
Sub Market,ZÉÃ¼ÀÆgÀÄ,2007,¨ÁUÉÃ¥À°è,2006.0,,207,9,9,0,Modern (2006+)
Sub Market,EgÀUÀA¥À°è,1992,aAvÁªÀÄtÂ,1954.0,aAvÁªÀÄtÂ,208,10,9,9,Established (1991-2005)
Sub Market,ªÀÄ¯Áè¥ÀÄgÀ,2001,²ªÀªÉÆUÀÎ,1950.0,²ªÀªÉÆUÀÎ,209,11,9,9,Established (1991-2005)
Sub Market,DAiÀÄ£ÀÆgÀÄ,1989,²ªÀªÉÆUÀÎ,1950.0,,210,11,9,0,Legacy (<=1990)
Sub Market,ºÉÆ¼À®ÆgÀÄ,1989,²ªÀªÉÆUÀÎ,1950.0,,211,10,9,0,Legacy (<=1990)
Sub Market,PÉÆÃtAzÀÆgÀÄ,2003,wÃxÀðºÀ½î,2010.0,wÃxÀðºÀ½î,212,12,9,9,Established (1991-2005)
Sub Market,vÁ¼ÀUÀÄ¥Àà,1975,¸ÁUÀgÀ,1959.0,¸ÁUÀgÀ,213,10,6,6,Legacy (<=1990)
Sub Market,D£ÀAzÀ¥ÀÄgÀ,1976,¸ÁUÀgÀ,1959.0,,214,11,6,0,Legacy (<=1990)
Sub Market,vÀÄªÀÄj,2000,¸ÁUÀgÀ,1959.0,,215,7,6,0,Established (1991-2005)
Sub Market,ºÀ¼É¸ÉÆgÀ§,1972,¸ÉÆgÀ§,2010.0,¸ÉÆgÀ§,216,10,6,6,Legacy (<=1990)
Sub Market,C£ÀªÀnÖ,1973,¸ÉÆgÀ§,2010.0,,217,7,6,0,Legacy (<=1990)
Sub Market,dqÉ,1991,¸ÉÆgÀ§,2010.0,,218,3,6,0,Established (1991-2005)
Sub Market,ZÀAzÀæUÀÄwÛ,2003,¸ÉÆgÀ§,2010.0,,219,11,6,0,Established (1991-2005)
Sub Market,j¥Àà£ï¥ÉÃmÉ,1975,ºÉÆ¸À£ÀUÀgÀ,2010.0,ºÉÆ¸À£ÀUÀgÀ,220,11,11,11,Legacy (<=1990)
Sub Market,²gÁ¼ÀPÉÆ¥Àà,1981,²PÁj¥ÀÄgÀ,1964.0,²PÁj¥ÀÄgÀ,221,11,9,9,Legacy (<=1990)
Sub Market,vÀqÀUÀtÂ,1981,²PÁj¥ÀÄgÀ,1964.0,,222,8,9,0,Legacy (<=1990)
Sub Market,ºÉÆ¼ÉºÉÆ£ÀÆßgÀÄ,1991,¨sÀzÁæªÀw,1971.0,¨sÀzÁæªÀw,223,15,9,9,Established (1991-2005)
Sub Market,PÁåvÀ¸ÀAzÀæ,1984,vÀÄªÀÄPÀÆgÀÄ,1951.0,vÀÄªÀÄPÀÆgÀÄ,224,11,12,12,Legacy (<=1990)
Sub Market,ºÉ§ÆâgÀÄ,2010,vÀÄªÀÄPÀÆgÀÄ,1951.0,PÉÆgÀlUÉgÉ,225,8,12,10,Modern (2006+)
Sub Market,CQÌgÁªÀÄ¥ÀÄgÀ,1974,vÀÄªÀÄPÀÆgÀÄ,1951.0,,226,13,12,0,Legacy (<=1990)
Sub Market,ZÉÃ¼ÀÆgÀÄ,1989,UÀÄ©â,1963.0,UÀÄ©â,227,9,5,5,Legacy (<=1990)
Sub Market,PÉ.f.mÉA¥À¯ï,1989,UÀÄ©â,1963.0,,228,12,5,0,Legacy (<=1990)
Sub Market,PÉÆArèPÁæ¸ï,1989,UÀÄ©â,1963.0,,229,11,5,0,Legacy (<=1990)
Sub Market,JA.J£ï.PÉÆÃmÉ,1989,UÀÄ©â,1963.0,,230,13,5,0,Legacy (<=1990)
Sub Market,¤lÆÖgÀÄ,1989,UÀÄ©â,1963.0,,231,7,5,0,Legacy (<=1990)
Sub Market,ºÉÆ¸ÀPÉgÉ,1989,UÀÄ©â,1963.0,,232,9,5,0,Legacy (<=1990)
Sub Market,ZÀAzÀæ±ÉÃRgÀ¥ÀÄgÀ,2003,UÀÄ©â,1963.0,,233,17,5,0,Established (1991-2005)
Sub Market,PÀqÀ§,2011,UÀÄ©â,1963.0,,234,5,5,0,Modern (2006+)
Sub Market,PÀ®ÆègÀÄ PÁæ¸ï,2011,UÀÄ©â,1963.0,,235,14,5,0,Modern (2006+)
Sub Market,aPÀÌ£ÁAiÀÄPÀ£ÀºÀ½î,2001,ºÀÄ½AiÀiÁgÀÄ,1961.0,aPÀÌ£ÁAiÀÄPÀ£ÀºÀ½î,236,18,12,18,Established (1991-2005)
Sub Market,ºÀAzÀ£ÀPÉgÉ,2000,ºÀÄ½AiÀiÁgÀÄ,1961.0,,237,11,12,0,Established (1991-2005)
Sub Market,CªÀÄÈvÀÆgÀÄ,1979,PÀÄtÂUÀ¯ï,1959.0,PÀÄtÂUÀ¯ï,238,11,9,9,Legacy (<=1990)
Sub Market,AiÀÄrAiÀÄÆgÀÄ,1994,PÀÄtÂUÀ¯ï,1959.0,,239,13,9,0,Established (1991-2005)
Sub Market,¨Áå¯Áå,1987,ªÀÄzsÀÄVj,1959.0,ªÀÄzsÀÄVj,240,6,9,9,Legacy (<=1990)
Sub Market,§qÀªÀ£ÀºÀ½î,1988,ªÀÄzsÀÄVj,1959.0,,241,11,9,0,Legacy (<=1990)
Sub Market,ZÀAzÁæ¨Á«,1988,ªÀÄzsÀÄVj,1959.0,,242,9,9,0,Legacy (<=1990)
Sub Market,ªÉÊ.J£ï.ºÉÆ¸ÀPÉÆÃmÉ,1988,¥ÁªÀUÀqÀ,1976.0,¥ÁªÀUÀqÀ,243,19,8,8,Legacy (<=1990)
Sub Market,PÀ¼ÀîA¨É¼Àî,1992,²gÁ,1955.0,²gÁ,244,11,3,3,Established (1991-2005)
Sub Market,¨ÉAeÉ§¸ÀªÀ£À,2000,²gÁ,1955.0,,245,12,3,0,Established (1991-2005)
Sub Market,²Ã© CUÀæºÁgÀ,2015,²gÁ,1955.0,,246,12,3,0,Modern (2006+)
Sub Market,¸ÀA¦UÉ,1976,vÀÄgÀÄªÉÃPÉgÉ,1959.0,vÀÄgÀÄªÉÃPÉgÉ,247,6,13,13,Legacy (<=1990)
Sub Market,zÀAr£À²ªÀgÀ,2017,vÀÄgÀÄªÉÃPÉgÉ,1959.0,,248,11,13,0,Modern (2006+)
Sub Market,PÀgÀzÁ¼ï,1975,w¥ÀlÆgÀÄ,1948.0,w¥ÀlÆgÀÄ,249,8,8,8,Legacy (<=1990)
Sub Market,PÉÆ£ÉÃºÀ½î,1972,w¥ÀlÆgÀÄ,1948.0,,250,10,8,0,Legacy (<=1990)
Sub Market,¨É¼ÉîÃPÉgÉ,1975,w¥ÀlÆgÀÄ,1948.0,,251,10,8,0,Legacy (<=1990)
Sub Market,Q§â£ÀºÀ½î,2013,w¥ÀlÆgÀÄ,1948.0,,252,9,8,0,Modern (2006+)
Sub Market,PÀqÀPÉÆÃ¼À,1971,ªÉÄÊ¸ÀÆgÀÄ,1950.0,ªÉÄÊ¸ÀÆgÀÄ,253,10,10,10,Legacy (<=1990)
Sub Market,¸Á°UÁæªÀÄ,1988,PÀÈµÀÚgÁd£ÀUÀgÀ,1956.0,PÀÈµÀÚgÁd£ÀUÀgÀ,254,9,15,15,Legacy (<=1990)
Sub Market,ºÉ¨Áâ¼ÀÄ,2015,PÀÈµÀÚgÁd£ÀUÀgÀ,1956.0,,255,8,15,0,Modern (2006+)
Sub Market,gÀvÀß¥ÀÄj,1978,ºÀÄt¸ÀÆgÀÄ,1978.0,ºÀÄt¸ÀÆgÀÄ,256,9,10,10,Legacy (<=1990)
Sub Market,¨ÉlÖzÀ¥ÀÄgÀ,1978,¦jAiÀiÁ¥ÀlÖt,1993.0,¦jAiÀiÁ¥ÀlÖt,257,11,12,12,Legacy (<=1990)
Sub Market,§£ÀÆßgÀÄ,1971,n.£ÀgÀ¹Ã¥ÀÄgÀ,1994.0,n.£ÀgÀ¹Ã¥ÀÄgÀ,258,8,13,13,Legacy (<=1990)
Sub Market,ºÀÄ®èºÀ½î,2000,£ÀAd£ÀUÀÆqÀÄ,1954.0,£ÀAd£ÀUÀÆqÀÄ,259,9,12,12,Established (1991-2005)
Sub Market,ºÉZï.r.PÉÆÃmÉ,1985,¸ÀAvÉ¸ÀgÀUÀÆgÀÄ,1996.0,ºÉZï.r.PÉÆÃmÉ,260,13,15,13,Legacy (<=1990)
Sub Market,AiÀÄgÀºÀ½î,2004,¸ÀAvÉ¸ÀgÀUÀÆgÀÄ,1996.0,¸ÀgÀUÀÆgÀÄ,261,10,15,10,Established (1991-2005)
Sub Market,¸ÀAvÉªÀÄgÀºÀ½î,1975,ZÁªÀÄgÁd£ÀUÀgÀ,1961.0,ZÁªÀÄgÁd£ÀUÀgÀ,262,14,14,14,Legacy (<=1990)
Sub Market,vÉgÀPÁtA©,1975,UÀÄAqÀÄè¥ÉÃmÉ,1996.0,UÀÄAqÀÄè¥ÉÃmÉ,263,9,13,13,Legacy (<=1990)
Sub Market,MqÉAiÀÄgÀ¥Á¼Àå,1978,ºÀ£ÀÆgÀÄ,2021.0,ºÀ£ÀÆgÀÄ,264,14,8,8,Legacy (<=1990)
Sub Market,ªÀÄÆqÀ©¢ææ,1992,ªÀÄAUÀ¼ÀÆgÀÄ,1949.0,ªÀÄAUÀ¼ÀÆgÀÄ,265,10,12,12,Established (1991-2005)
Sub Market,«lè,1994,¨sÀAmÁé¼À,2000.0,¨sÀAmÁé¼À,266,3,9,9,Established (1991-2005)
Sub Market,G¦à£ÀAUÀr,1996,¥ÀÄvÀÆÛgÀÄ,1992.0,¥ÀÄvÀÆÛgÀÄ,267,9,10,10,Established (1991-2005)
Sub Market,£ÀQÌ¯Ár,1996,¥ÀÄvÀÆÛgÀÄ,1992.0,PÀqÀ§,268,7,10,5,Established (1991-2005)
Sub Market,PÀqÀ§,2006,¥ÀÄvÀÆÛgÀÄ,1992.0,,269,5,10,0,Modern (2006+)
Sub Market,PÉÆÃrA¨Á¼À,2006,¥ÀÄvÀÆÛgÀÄ,1992.0,,270,10,10,0,Modern (2006+)
Sub Market,£É¯Áår,2006,¥ÀÄvÀÆÛgÀÄ,1992.0,,271,6,10,0,Modern (2006+)
Sub Market,PÁtÂAiÀÄÆgÀÄ,2006,¥ÀÄvÀÆÛgÀÄ,1992.0,,272,12,10,0,Modern (2006+)
Sub Market,F±ÀégÀªÀÄAUÀ®,2006,¥ÀÄvÀÆÛgÀÄ,1992.0,,273,13,10,0,Modern (2006+)
Sub Market,¥ÁuÁeÉ,2010,¥ÀÄvÀÆÛgÀÄ,1992.0,,274,6,10,0,Modern (2006+)
Sub Market,ªÉÃtÆgÀÄ,2021,¸ÀÄ¼Àå,1996.0,,275,8,6,0,Modern (2006+)
Sub Market,ªÀÄqÀAvÁågÀÄ,2021,¸ÀÄ¼Àå,1996.0,,276,12,6,0,Modern (2006+)
Sub Market,£ÁgÁ«,2021,¸ÀÄ¼Àå,1996.0,,277,5,6,0,Modern (2006+)
Sub Market,C¼ÀzÀAUÀr,2021,¸ÀÄ¼Àå,1996.0,,278,9,6,0,Modern (2006+)
Sub Market,PÀgÁAiÀÄ-PÀ¯ÉèÃj,2021,¸ÀÄ¼Àå,1996.0,,279,16,6,0,Modern (2006+)
Sub Market,GfgÉ,2021,¸ÀÄ¼Àå,1996.0,,280,4,6,0,Modern (2006+)
Sub Market,PÀQÌAeÉ,2021,¸ÀÄ¼Àå,1996.0,,281,7,6,0,Modern (2006+)
Sub Market,²ªÀ½î,2015,GqÀÄ¦,1992.0,GqÀÄ¦,282,5,5,5,Modern (2006+)
Sub Market,PÉÆÃmÁ,2020,GqÀÄ¦,1992.0,§æºÁäªÀgÀ,283,6,5,9,Modern (2006+)
Sub Market,²ªÀ¥ÀÄgÀ,1994,PÁPÀð¼À,1997.0,PÁPÀð¼À,284,8,7,7,Established (1991-2005)
Sub Market,PÀÄZÀÆÑgÀÄ,1994,PÁPÀð¼À,1997.0,ºÉ©æ,285,10,7,4,Established (1991-2005)
Sub Market,ºÉ©æ,1994,PÁPÀð¼À,1997.0,,286,4,7,0,Established (1991-2005)
Sub Market,¸ÉÆÃªÀÄªÁgÀ¥ÉÃmÉ,1979,¸ÉÆÃªÀÄªÁgÀ¥ÉÃmÉ,1979.0,¸ÉÆÃªÀÄªÁgÀ¥ÉÃmÉ,287,16,16,16,Legacy (<=1990)
Sub Market,±À¤ªÁgÀ ¸ÀAvÉ,1990,¸ÉÆÃªÀÄªÁgÀ¥ÉÃmÉ,1979.0,,288,13,16,0,Legacy (<=1990)
Sub Market,ªÀiÁPÀÄnÖ,1991,UÉÆÃtÂPÉÆ¥Àà¯ï,1969.0,«gÁd¥ÉÃmÉ,289,9,14,9,Established (1991-2005)
Sub Market,¥ÀAZÀ£ÀºÀ½î,1977,PÀqÀÆgÀÄ,1957.0,PÀqÀÆgÀÄ,290,11,8,8,Legacy (<=1990)
Sub Market,©ÃgÀÆgÀÄ,1986,PÀqÀÆgÀÄ,1957.0,,291,8,8,0,Legacy (<=1990)
Sub Market,CAvÀgÀUÀnÖ,1986,PÀqÀÆgÀÄ,1957.0,,292,10,8,0,Legacy (<=1990)
Sub Market,AiÀÄUÀnÖ,1996,PÀqÀÆgÀÄ,1957.0,,293,8,8,0,Established (1991-2005)
Sub Market,¹AUÀlÖUÉgÉ,1996,PÀqÀÆgÀÄ,1957.0,,294,10,8,0,Established (1991-2005)
Sub Market,»gÉÃ£À®ÆègÀÄ,1996,PÀqÀÆgÀÄ,1957.0,,295,12,8,0,Established (1991-2005)
Sub Market,²ªÀ¤,1988,vÀjÃPÉgÉ,1964.0,vÀjÃPÉgÉ,296,4,8,8,Legacy (<=1990)
Sub Market,CdÓA¥ÀÄgÀ,1990,vÀjÃPÉgÉ,1964.0,CdÓA¥ÀÄgÀ,297,9,8,9,Legacy (<=1990)
Sub Market,±ÀÈAUÉÃj,2001,PÉÆ¥Àà,1996.0,PÉÆ¥Àà,298,8,6,6,Established (1991-2005)
Sub Market,J£ï.Dgï.¥ÀÄgÀ,1978,PÉÆ¥Àà,1996.0,J£ï.Dgï.¥ÀÄgÀ,299,13,6,13,Legacy (<=1990)
Sub Market,zÀÄzÀÝ,1993,ºÁ¸À£À,1957.0,ºÁ¸À£À,300,6,6,6,Established (1991-2005)
Sub Market,D®ÆgÀÄ,2020,ºÁ¸À£À,1957.0,D®ÆgÀÄ,301,6,6,6,Modern (2006+)
Sub Market,ªÉÆ¸À¼ÉºÉÆ¸ÀºÀ½î,2020,ºÁ¸À£À,1957.0,,302,16,6,0,Modern (2006+)
Sub Market,ºÀ¤PÉ,1974,¨ÉÃ®ÆgÀÄ,1998.0,¨ÉÃ®ÆgÀÄ,303,5,8,8,Legacy (<=1990)
Sub Market,ºÀ¼ÉÃ©ÃqÀÄ,1997,¨ÉÃ®ÆgÀÄ,1998.0,,304,10,8,0,Established (1991-2005)
Sub Market,zÉÆqÀØªÉÄÃnPÀÄPÉð,1971,CgÀ¹ÃPÉgÉ,1950.0,CgÀ¹ÃPÉgÉ,305,17,9,9,Legacy (<=1990)
Sub Market,eÁªÀUÀ¯ï,1970,CgÀ¹ÃPÉgÉ,1950.0,,306,8,9,0,Legacy (<=1990)
Sub Market,UÀAqÀ¹,1970,CgÀ¹ÃPÉgÉ,1950.0,,307,6,9,0,Legacy (<=1990)
Sub Market,¨ÁuÁªÁgÀ,1970,CgÀ¹ÃPÉgÉ,1950.0,,308,8,9,0,Legacy (<=1990)
Sub Market,zÉÆqÀØºÀ½î,1970,ºÉÆ¼É£ÀgÀ¹Ã¥ÀÄgÀ,1964.0,ºÉÆ¼É£ÀgÀ¹Ã¥ÀÄgÀ,309,10,16,16,Legacy (<=1990)
Sub Market,PÉÆÃt£ÀÆgÀÄ,1987,ºÉÆ¼É£ÀgÀ¹Ã¥ÀÄgÀ,1964.0,,310,11,16,0,Legacy (<=1990)
Sub Market,ªÀÄ°è¥ÀlÖt,1987,CgÀPÀ®UÀÆqÀÄ,2014.0,CgÀPÀ®UÀÆqÀÄ,311,10,12,12,Legacy (<=1990)
Sub Market,¢rUÀ,1977,ZÀ£ÀßgÁAiÀÄ¥ÀlÖt,1964.0,ZÀ£ÀßgÁAiÀÄ¥ÀlÖt,312,4,16,16,Legacy (<=1990)
Sub Market,dÄlÖ£ÀºÀ½î,1990,ZÀ£ÀßgÁAiÀÄ¥ÀlÖt,1964.0,,313,10,16,0,Legacy (<=1990)
Sub Market,£ÀÄUÉÎÃºÀ½î,1977,ZÀ£ÀßgÁAiÀÄ¥ÀlÖt,1964.0,,314,11,16,0,Legacy (<=1990)
Sub Market,±ÀæªÀt¨É¼ÀUÉÆ¼À,1992,ZÀ£ÀßgÁAiÀÄ¥ÀlÖt,1964.0,,315,15,16,0,Established (1991-2005)
Sub Market,¨Á¼ÀÄ¥ÉÃmÉ,1997,¸ÀPÀ¯ÉÃ±À¥ÀÄgÀ,1953.0,¸ÀPÀ¯ÉÃ±À¥ÀÄgÀ,316,10,14,14,Established (1991-2005)
Sub Market,¸ÀÄAqÀºÀ½î,2015,ªÀÄAqÀå,1959.0,ªÀÄAqÀå,317,10,7,7,Modern (2006+)
Sub Market,¤qÀUÀlÖ,1994,ªÀÄzÀÆÝgÀÄ,1992.0,ªÀÄzÀÆÝgÀÄ,318,7,10,10,Established (1991-2005)
Sub Market,¨sÁgÀw£ÀUÀgÀ,2001,ªÀÄzÀÆÝgÀÄ,1992.0,,319,12,10,0,Established (1991-2005)
Sub Market,UÀÄrUÉgÉ,2011,ªÀÄzÀÆÝgÀÄ,1992.0,,320,8,10,0,Modern (2006+)
Sub Market,QPÉÌÃj,1978,PÉ.Dgï.¥ÉÃmÉ,1992.0,PÉ.Dgï.¥ÉÃmÉ,321,6,12,12,Legacy (<=1990)
Sub Market,¸ÀAvÉ¨ÁZÀ£ÀºÀ½î,1989,PÉ.Dgï.¥ÉÃmÉ,1992.0,,322,15,12,0,Legacy (<=1990)
Sub Market,§¯ÉèÃ£ÀºÀ½î,2000,PÉ.Dgï.¥ÉÃmÉ,1992.0,,323,11,12,0,Established (1991-2005)
Sub Market,UÀAUÉÃ£ÀºÀ½î,2020,PÉ.Dgï.¥ÉÃmÉ,1992.0,,324,12,12,0,Modern (2006+)
Sub Market,PÀzÀ§½î,1971,£ÁUÀªÀÄAUÀ®,1997.0,£ÁUÀªÀÄAUÀ®,325,7,11,11,Legacy (<=1990)
Sub Market,¨ÉArUÀ£À«¯É,1976,£ÁUÀªÀÄAUÀ®,1997.0,,326,11,11,0,Legacy (<=1990)
Sub Market,¨É¼ÀÆîgÀÄ,1989,£ÁUÀªÀÄAUÀ®,1997.0,,327,9,11,0,Legacy (<=1990)
Sub Market,»gÉÃ¨ÁUÉÃªÁr,1968,¨É¼ÀUÁ«,1956.0,¨É¼ÀUÁ«,328,12,7,7,Legacy (<=1990)
Sub Market,QvÀÆÛgÀÄ,1952,¨ÉÊ®ºÉÆAUÀ®,1936.0,¨ÉÊ®ºÉÆAUÀ®,329,8,11,11,Legacy (<=1990)
Sub Market,£ÉÃ¸ÀVð,1952,¨ÉÊ®ºÉÆAUÀ®,1936.0,QvÀÆÛgÀÄ,330,7,11,8,Legacy (<=1990)
Sub Market,zÉÆqÀØªÁqÀ,1953,¨ÉÊ®ºÉÆAUÀ®,1936.0,,331,10,11,0,Legacy (<=1990)
Sub Market,¨É¼ÀªÀr,1998,¨ÉÊ®ºÉÆAUÀ®,1936.0,,332,7,11,0,Established (1991-2005)
Sub Market,JA.PÉ.ºÀÄ§â½î,2002,¨ÉÊ®ºÉÆAUÀ®,1936.0,,333,13,11,0,Established (1991-2005)
